Normal,Dist1,Dist2,Dist3
0.337123308750792,2.60707918475481,-3.48655327727074,-0.67602148218247
-1.70066348453272,1.55264740464928,4.67015061909693,0.535188442345725
-1.47042101287444,2.14299112752432,0.986844377296542,-1.89890480028941
-1.3498377845136,2.41606725052356,4.48496791721595,-2.67736896044492
-0.344542147190445,2.03047570932036,-3.1742343444612,-2.0069066574694
-0.60607504297193,2.29835050006842,1.10148014443466,-0.199317003556844
-0.549544033284314,2.40455913630028,1.92527026410424,-2.01933286812186
-1.12357882984258,2.87931198817448,-0.185823622433911,-0.686882527490951
2.07362121045795,1.63366055653024,0.412535335328423,6.79485844980784
0.751608023316811,2.04502011628964,-4.58210815475794,-0.019533817081028
-0.589946365878512,1.37194110959256,-1.05660107484895,-1.38480683177335
0.547430110234834,1.33186509336083,-2.71907185633144,-0.738095666066349
-0.368626564144072,2.40879054397496,4.65338738327215,-2.50044788285337
0.794616656095845,1.94391593444156,-0.653096898848383,0.68007567906166
0.181719891516709,1.09056542784387,1.63674472616958,-1.92478376885856
-0.204807458675453,1.24080254126139,2.84915564442183,-1.34386448674959
0.785754591486255,2.74921186909107,1.03892375205287,-1.5303177240813
0.14808996264526,1.59353883185461,-3.87940439914164,-0.381635691743943
0.762357894151665,1.42586095755112,0.685436717238411,-1.01373624847813
-0.487494412147748,1.78598075619255,-1.4005120439562,-1.68916199971053
0.0460078311087646,-0.230762894784159,-0.943138798143631,-0.881214481147144
-3.54543232575114,6.1169548985075,4.37005756987725,0.976022168811938
-1.39589754262819,1.00015259474834,0.95845192700819,-1.37963362685514
0.851175295489955,1.98055427997153,2.68999455144648,-1.57596231801008
-0.0902783286969272,2.2210578868767,3.6811913078349,-1.5798801586757
0.603047373047899,2.75412491474704,1.78359944195246,-1.7346403847363
1.42255680600178,1.81101673180047,-0.136699437336889,-1.66268671838171
-0.295911401073439,2.3577385638713,-3.82457587984817,0.21556950990214
-0.0476496129223954,3.96696826473264,3.069006648399,-1.07987158060212
0.11273472321208,2.54772755273946,-0.605708662153361,0.86370656033873
-1.14071514976048,3.50614573105852,-0.300330266021986,1.37618514468372
0.0590780513665165,1.24255856265626,2.30868624181657,-0.758315223138549
0.307256443830562,1.83242043899544,-4.08015748287467,0.941635969126159
-0.277686534796674,1.22636232306741,-2.58623085647055,-0.891425131987785
0.0554107321247589,2.23800362286652,-0.537473587608337,1.63890949824576
-0.694900147778948,2.15356591363606,3.16426301687211,-0.188349699078113
-1.82744362128445,0.480632245741035,-4.33253859334055,-0.734343718401764
-1.21504027585752,2.61409905701473,-2.41695098882102,0.220964266415118
